"","Address","City","State","ZIP"
"1702","1700 LAKE WASHINGTON BLVD S","Seattle","WA","98144"
"1703","1508 35TH AVE S","Seattle","WA","98144"
"1704","901 26TH AVE S","Seattle","WA","98144"
"1705","2716 S WASHINGTON ST","Seattle","WA","98144"
"1706","2762 S WASHINGTON ST","Seattle","WA","98144"
"1707","2519 S WASHINGTON ST","Seattle","WA","98144"
"1708","511 LAKESIDE AVE S","Seattle","WA","98144"
"1709","435 LAKESIDE AVE S","Seattle","WA","98144"
"1710","710 LAKE WASHINGTON BLVD S","Seattle","WA","98144"
"1711","710 LAKE WASHINGTON BLVD S","Seattle","WA","98144"
"1712","1102 33RD AVE S","Seattle","WA","98144"
"1713","1126 33RD AVE S","Seattle","WA","98144"
"1714","1107 LAKE WASHINGTON BLVD S","Seattle","WA","98144"
"1715","3202 S BYRON ST","Seattle","WA","98144"
"1716","3309 CLAREMONT AVE S","Seattle","WA","98144"
"1717","3325 WETMORE AVE S","Seattle","WA","98144"
"1718","3219 S BYRON ST","Seattle","WA","98144"
"1719","3272 MCCLINTOCK AVE S","Seattle","WA","98144"
"1720","1308 24TH AVE S","Seattle","WA","98144"
"1721","2420 S IRVING ST","Seattle","WA","98144"
"1722","2908 S ESTELLE ST","Seattle","WA","98144"
"1723","2415 S JUDKINS ST","Seattle","WA","98144"
"1724","2454 S IRVING ST","Seattle","WA","98144"
"1725","1932 30TH AVE S","Seattle","WA","98144"
"1726","1916 30TH AVE S","Seattle","WA","98144"
"1727","1925 31ST AVE S","Seattle","WA","98144"
"1728","1934 31ST AVE S","Seattle","WA","98144"
"1729","1908 32ND AVE S","Seattle","WA","98144"
"1730","1743 26TH AVE S","Seattle","WA","98144"
"1731","1712 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1732","2814 S GRAND ST","Seattle","WA","98144"
"1733","3014 S PLUM ST","Seattle","WA","98144"
"1734","1910 31ST AVE S","Seattle","WA","98144"
"1735","2712 S WASHINGTON ST","Seattle","WA","98144"
"1736","200 25TH AVE S","Seattle","WA","98144"
"1737","3009 S WASHINGTON ST","Seattle","WA","98144"
"1738","3022 S WASHINGTON ST","Seattle","WA","98144"
"1739","2913 S WASHINGTON ST","Seattle","WA","98144"
"1740","902 24TH AVE S","Seattle","WA","98144"
"1741","915 26TH AVE S","Seattle","WA","98144"
"1742","216 25TH AVE S","Seattle","WA","98144"
"1743","925 25TH AVE S","Seattle","WA","98144"
"1744","905 28TH AVE S","Seattle","WA","98144"
"1745","2716 S NORMAN ST","Seattle","WA","98144"
"1746","3200 S WALDEN ST","Seattle","WA","98144"
"1747","3410 CLAREMONT AVE S","Seattle","WA","98144"
"1748","2401 S JUDKINS ST","Seattle","WA","98144"
"1749","2437 S JUDKINS ST","Seattle","WA","98144"
"1750","2446 S IRVING ST","Seattle","WA","98144"
"1751","3209 MCCLINTOCK AVE S","Seattle","WA","98144"
"1752","3124 WETMORE AVE S","Seattle","WA","98144"
"1753","3315 WETMORE AVE S","Seattle","WA","98144"
"1754","3317 A WETMORE AVE S","Seattle","WA","98144"
"1755","3211 S BYRON ST","Seattle","WA","98144"
"1756","3021 S ESTELLE ST","Seattle","WA","98144"
"1757","2419 S JUDKINS ST","Seattle","WA","98144"
"1758","923 28TH AVE S","Seattle","WA","98144"
"1759","923 B MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1760","1726 25TH AVE S","Seattle","WA","98144"
"1761","1728 26TH AVE S","Seattle","WA","98144"
"1762","1713 28TH AVE S","Seattle","WA","98144"
"1763","1700 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1764","1437 S HINDS ST","Seattle","WA","98144"
"1765","1735 26TH AVE S","Seattle","WA","98144"
"1766","1505 26TH AVE S","Seattle","WA","98144"
"1767","1726 26TH AVE S","Seattle","WA","98144"
"1768","1744 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1769","1721 BRADNER PL S","Seattle","WA","98144"
"1770","2709 S MASSACHUSETTS ST","Seattle","WA","98144"
"1771","1733 BRADNER PL S","Seattle","WA","98144"
"1772","2207 S HINDS ST","Seattle","WA","98144"
"1773","3422 21ST AVE S","Seattle","WA","98144"
"1774","3610 24TH AVE S","Seattle","WA","98144"
"1775","3024 S COURT ST","Seattle","WA","98144"
"1776","3426 ALAMO PL S","Seattle","WA","98144"
"1777","3409 18TH AVE S","Seattle","WA","98144"
"1778","3428 18TH AVE S","Seattle","WA","98144"
"1779","3413 19TH AVE S","Seattle","WA","98144"
"1780","2729 S NORMAN ST","Seattle","WA","98144"
"1781","2735 S NORMAN ST","Seattle","WA","98144"
"1782","2811 S NORMAN ST","Seattle","WA","98144"
"1783","3625 RENTON AVE S","Seattle","WA","98144"
"1784","3400 20TH AVE S","Seattle","WA","98144"
"1785","3425 24TH AVE S","Seattle","WA","98144"
"1786","2325 24TH AVE S","Seattle","WA","98144"
"1787","2328 23RD AVE S","Seattle","WA","98144"
"1788","1414 S HOLGATE ST","Seattle","WA","98144"
"1789","733 26TH AVE S","Seattle","WA","98144"
"1790","1713 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1791","1735 28TH AVE S","Seattle","WA","98144"
"1792","1728 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1793","2703 S MASSACHUSETTS ST","Seattle","WA","98144"
"1794","1718 28TH AVE S","Seattle","WA","98144"
"1795","1739 BRADNER PL S","Seattle","WA","98144"
"1796","1702 BRADNER PL S","Seattle","WA","98144"
"1797","1510 BRADNER PL S","Seattle","WA","98144"
"1798","1809 16TH AVE S","Seattle","WA","98144"
"1799","1809 16TH AVE S","Seattle","WA","98144"
"1800","1811 17TH AVE S","Seattle","WA","98144"
"1801","1708 25TH AVE S","Seattle","WA","98144"
"1802","1717 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1803","1705 29TH AVE S","Seattle","WA","98144"
"1804","902 26TH AVE S","Seattle","WA","98144"
"1805","924 26TH AVE S","Seattle","WA","98144"
"1806","2307 24TH AVE S","Seattle","WA","98144"
"1807","2102 S SPOKANE ST","Seattle","WA","98144"
"1808","3433 CLAREMONT AVE S","Seattle","WA","98144"
"1809","3622 24TH AVE S","Seattle","WA","98144"
"1810","3002 S COURT ST","Seattle","WA","98144"
"1811","2760 S MAIN ST","Seattle","WA","98144"
"1812","208 25TH AVE S","Seattle","WA","98144"
"1813","1701 29TH AVE S","Seattle","WA","98144"
"1814","1515 29TH AVE S","Seattle","WA","98144"
"1815","2320 S SPOKANE ST","Seattle","WA","98144"
"1816","3433 24TH AVE S","Seattle","WA","98144"
"1817","1418 LAKESIDE AVE S","Seattle","WA","98144"
"1818","1728 LAKESIDE AVE S","Seattle","WA","98144"
"1819","1420 36TH AVE S","Seattle","WA","98144"
"1820","715 LAKESIDE AVE S","Seattle","WA","98144"
"1821","1312 LAKE WASHINGTON BLVD S","Seattle","WA","98144"
"1822","2805 S NORMAN ST","Seattle","WA","98144"
"1823","1810 17TH AVE S","Seattle","WA","98144"
"1824","1803 25TH AVE S","Seattle","WA","98144"
"1825","1820 25TH AVE S","Seattle","WA","98144"
"1826","2905 S WASHINGTON ST","Seattle","WA","98144"
"1827","216 29TH AVE S","Seattle","WA","98144"
"1828","2809 S WASHINGTON ST","Seattle","WA","98144"
"1829","3110 WETMORE AVE S","Seattle","WA","98144"
"1830","3208 CLAREMONT AVE S","Seattle","WA","98144"
"1831","3101 S WALDEN ST","Seattle","WA","98144"
"1832","3011 S ESTELLE ST","Seattle","WA","98144"
"1833","3426 21ST AVE S","Seattle","WA","98144"
"1834","1533 LAKESIDE AVE S","Seattle","WA","98144"
"1835","1120 33RD AVE S","Seattle","WA","98144"
"1836","3312 S JUDKINS ST","Seattle","WA","98144"
"1837","923 23RD AVE S","Seattle","WA","98144"
"1838","925 23RD AVE S","Seattle","WA","98144"
"1839","1738 25TH AVE S","Seattle","WA","98144"
"1840","1715 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1841","2711 S MASSACHUSETTS ST","Seattle","WA","98144"
"1842","1716 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1843","3414 S DOSE TER","Seattle","WA","98144"
"1844","3311 S DOSE TER","Seattle","WA","98144"
"1845","3021 A S BYRON ST","Seattle","WA","98144"
"1846","3259 MCCLINTOCK AVE S","Seattle","WA","98144"
"1847","2204 S NORMAN ST","Seattle","WA","98144"
"1848","3665 RENTON AVE S","Seattle","WA","98144"
"1849","3412 25TH AVE S","Seattle","WA","98144"
"1850","3419 24TH AVE S","Seattle","WA","98144"
"1851","3003 S COURT ST","Seattle","WA","98144"
"1852","1800 12TH AVE S","Seattle","WA","98144"
"1853","1410 S HOLGATE ST","Seattle","WA","98144"
"1854","1817 26TH AVE S","Seattle","WA","98144"
"1855","3418 21ST AVE S","Seattle","WA","98144"
"1856","703 25TH AVE S","Seattle","WA","98144"
"1857","705 26TH AVE S","Seattle","WA","98144"
"1858","2711 S LANE ST","Seattle","WA","98144"
"1859","710 28TH AVE S","Seattle","WA","98144"
"1860","1920 S SPOKANE ST","Seattle","WA","98144"
"1861","2307 S HINDS ST","Seattle","WA","98144"
"1862","2322 23RD AVE S","Seattle","WA","98144"
"1863","2312 23RD AVE S","Seattle","WA","98144"
"1864","3415 23RD AVE S","Seattle","WA","98144"
"1865","3424 25TH AVE S","Seattle","WA","98144"
"1866","2328 S SPOKANE ST","Seattle","WA","98144"
"1867","2326 S SPOKANE ST","Seattle","WA","98144"
"1868","2316 S SPOKANE ST","Seattle","WA","98144"
"1869","212 25TH AVE S","Seattle","WA","98144"
"1870","3414 23RD AVE S","Seattle","WA","98144"
"1871","3428 25TH AVE S","Seattle","WA","98144"
"1872","2415 S GRAND ST","Seattle","WA","98144"
"1873","1813 12TH AVE S","Seattle","WA","98144"
"1874","1814 15TH AVE S","Seattle","WA","98144"
"1875","1814 25TH AVE S","Seattle","WA","98144"
"1876","2472 S COLLEGE ST","Seattle","WA","98144"
"1877","2112 S SPOKANE ST","Seattle","WA","98144"
"1878","3210 S BYRON ST","Seattle","WA","98144"
"1879","3309 WETMORE AVE S","Seattle","WA","98144"
"1880","3402 CLAREMONT AVE S","Seattle","WA","98144"
"1881","2555 S JUDKINS ST","Seattle","WA","98144"
"1882","2555 S JUDKINS ST","Seattle","WA","98144"
"1883","2450 S IRVING ST","Seattle","WA","98144"
"1884","1809 12TH AVE S","Seattle","WA","98144"
"1885","1801 18TH AVE S","Seattle","WA","98144"
"1886","1807 19TH AVE S","Seattle","WA","98144"
"1887","1800 25TH AVE S","Seattle","WA","98144"
"1888","1509 26TH AVE S","Seattle","WA","98144"
"1889","1709 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1890","941 23RD AVE S","Seattle","WA","98144"
"1891","2712 S NORMAN ST","Seattle","WA","98144"
"1892","2710 S NORMAN ST","Seattle","WA","98144"
"1893","921 C MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1894","2617 S HINDS ST","Seattle","WA","98144"
"1895","919 B MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1896","3606 24TH AVE S","Seattle","WA","98144"
"1897","2910 S BYRON ST","Seattle","WA","98144"
"1898","3218 CLAREMONT AVE S","Seattle","WA","98144"
"1899","3333 CLAREMONT AVE S","Seattle","WA","98144"
"1900","3321 B WETMORE AVE S","Seattle","WA","98144"
"1901","3329 WETMORE AVE S","Seattle","WA","98144"
"1902","1301 26TH AVE S","Seattle","WA","98144"
"1903","710 25TH AVE S","Seattle","WA","98144"
"1904","925 24TH AVE S","Seattle","WA","98144"
"1905","929 24TH AVE S","Seattle","WA","98144"
"1906","927 28TH AVE S","Seattle","WA","98144"
"1907","913 A MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1908","2309 25TH AVE S","Seattle","WA","98144"
"1909","2309 25TH AVE S","Seattle","WA","98144"
"1910","2305 24TH AVE S","Seattle","WA","98144"
"1911","915 C MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1912","3611 RENTON AVE S","Seattle","WA","98144"
"1913","3659 RENTON AVE S","Seattle","WA","98144"
"1914","2915 S COURT ST","Seattle","WA","98144"
"1915","1810 14TH AVE S","Seattle","WA","98144"
"1916","1800 18TH AVE S","Seattle","WA","98144"
"1917","921 28TH AVE S","Seattle","WA","98144"
"1918","2810 S NORMAN ST","Seattle","WA","98144"
"1919","2802 S NORMAN ST","Seattle","WA","98144"
"1920","934 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"1921","931 28TH AVE S","Seattle","WA","98144"
"1922","3632 24TH AVE S","Seattle","WA","98144"
"1923","3411 24TH AVE S","Seattle","WA","98144"
"1924","2435 S WALKER ST","Seattle","WA","98144"
"1925","3423 23RD AVE S","Seattle","WA","98144"
"1926","120 26TH AVE S","Seattle","WA","98144"
"1927","2616 S WASHINGTON ST","Seattle","WA","98144"
"1928","2708 S WASHINGTON ST","Seattle","WA","98144"
"1929","3005 S COURT ST","Seattle","WA","98144"
"1930","3039 S COURT ST","Seattle","WA","98144"
"1931","3043 1/2 S COURT ST","Seattle","WA","98144"
"1932","2331 S HINDS ST","Seattle","WA","98144"
"1933","3016 S COURT ST","Seattle","WA","98144"
"1934","3001 A S COURT ST","Seattle","WA","98144"
"1935","1510 S HOLGATE ST","Seattle","WA","98144"
"1936","1812 19TH AVE S","Seattle","WA","98144"
"1937","1806 19TH AVE S","Seattle","WA","98144"
"1938","927 24TH AVE S","Seattle","WA","98144"
"1939","936 22ND AVE S","Seattle","WA","98144"
"1940","932 22ND AVE S","Seattle","WA","98144"
"1941","920 22ND AVE S","Seattle","WA","98144"
"1942","3524 CHEASTY BLVD S","Seattle","WA","98144"
"1943","3319 S DOSE TER","Seattle","WA","98144"
"1944","3310 S DOSE TER","Seattle","WA","98144"
"1945","2022 34TH AVE S","Seattle","WA","98144"
"1946","3306 CLAREMONT AVE S","Seattle","WA","98144"
"1947","3277 MCCLINTOCK AVE S","Seattle","WA","98144"
"1948","2906 S ESTELLE ST","Seattle","WA","98144"
"1949","2445 S JUDKINS ST","Seattle","WA","98144"
"1950","1317 26TH AVE S","Seattle","WA","98144"
"1951","210 26TH AVE S","Seattle","WA","98144"
"1952","206 25TH AVE S","Seattle","WA","98144"
"1953","2208 S NORMAN ST","Seattle","WA","98144"
"1954","3501 CHEASTY BLVD S","Seattle","WA","98144"
"1955","3401 21ST AVE S","Seattle","WA","98144"
"1956","910 24TH AVE S","Seattle","WA","98144"
"1957","1808 14TH AVE S","Seattle","WA","98144"
"1958","1807 17TH AVE S","Seattle","WA","98144"
"1959","1809 18TH AVE S","Seattle","WA","98144"
"1960","923 24TH AVE S","Seattle","WA","98144"
"1961","928 22ND AVE S","Seattle","WA","98144"
"1962","2733 S NORMAN ST","Seattle","WA","98144"
"1963","2421 S JUDKINS ST","Seattle","WA","98144"
"1964","2436 S IRVING ST","Seattle","WA","98144"
"1965","3425 23RD AVE S","Seattle","WA","98144"
"1966","3416 21ST AVE S","Seattle","WA","98144"
"1967","945 24TH AVE S","Seattle","WA","98144"
"1968","3010 S COURT ST","Seattle","WA","98144"
"1969","2417 S SPOKANE ST","Seattle","WA","98144"
"1970","3418 RENTON AVE S","Seattle","WA","98144"
"1971","3265 MCCLINTOCK AVE S","Seattle","WA","98144"
"1972","3207 S BYRON ST","Seattle","WA","98144"
"1973","3017 S WALDEN ST","Seattle","WA","98144"
"1974","3617 RENTON AVE S","Seattle","WA","98144"
"1975","3406 23RD AVE S","Seattle","WA","98144"
"1976","3214 S BYRON ST","Seattle","WA","98144"
"1977","3213 MCCLINTOCK AVE S","Seattle","WA","98144"
"1978","3138 WETMORE AVE S","Seattle","WA","98144"
"1979","3009 S BYRON ST","Seattle","WA","98144"
"1980","3127 S WALDEN ST","Seattle","WA","98144"
"1981","3025 S ESTELLE ST","Seattle","WA","98144"
"1982","3402 WETMORE AVE S","Seattle","WA","98144"
"1983","2424 S IRVING ST","Seattle","WA","98144"
"1984","1812 18TH AVE S","Seattle","WA","98144"
"1985","1815 19TH AVE S","Seattle","WA","98144"
"1986","2905 S ESTELLE ST","Seattle","WA","98144"
"1987","2310 S SPOKANE ST","Seattle","WA","98144"
"1988","3647 RENTON AVE S","Seattle","WA","98144"
"1989","933 24TH AVE S","Seattle","WA","98144"
"1990","920 23RD AVE S","Seattle","WA","98144"
"1991","2202 S NORMAN ST","Seattle","WA","98144"
"1992","301 35TH AVE S","Seattle","WA","98144"
"1993","415 35TH AVE S","Seattle","WA","98144"
"1994","832 34TH AVE S","Seattle","WA","98144"
"1995","1115 LAKESIDE AVE S","Seattle","WA","98144"
"1996","1502 LAKE WASHINGTON BLVD S","Seattle","WA","98144"
"1997","1708 35TH AVE S","Seattle","WA","98144"
"1998","1800 LAKE WASHINGTON BLVD S","Seattle","WA","98144"
"1999","1800 LAKE WASHINGTON BLVD S","Seattle","WA","98144"
"2000","1800 LAKE WASHINGTON BLVD S","Seattle","WA","98144"
"2001","1800 LAKE WASHINGTON BLVD S","Seattle","WA","98144"
"2002","3500 S KING ST","Seattle","WA","98144"
"2003","941 24TH AVE S","Seattle","WA","98144"
"2004","949 24TH AVE S","Seattle","WA","98144"
"2005","924 23RD AVE S","Seattle","WA","98144"
"2006","3225 MCCLINTOCK AVE S","Seattle","WA","98144"
"2007","3219 CLAREMONT AVE S","Seattle","WA","98144"
"2008","3314 B CLAREMONT AVE S","Seattle","WA","98144"
"2009","3273 MCCLINTOCK AVE S","Seattle","WA","98144"
"2010","936 23RD AVE S","Seattle","WA","98144"
"2011","119 26TH AVE S","Seattle","WA","98144"
"2012","2608 S WASHINGTON ST","Seattle","WA","98144"
"2013","3260 MCCLINTOCK AVE S","Seattle","WA","98144"
"2014","2441 S JUDKINS ST","Seattle","WA","98144"
"2015","939 24TH AVE S","Seattle","WA","98144"
"2016","940 23RD AVE S","Seattle","WA","98144"
"2017","3516 CHEASTY BLVD S","Seattle","WA","98144"
"2018","3656 24TH AVE S","Seattle","WA","98144"
"2019","2506 S WASHINGTON ST","Seattle","WA","98144"
"2020","112 25TH AVE S","Seattle","WA","98144"
"2021","115 28TH AVE S","Seattle","WA","98144"
"2022","2753 S WASHINGTON ST","Seattle","WA","98144"
"2023","216 26TH AVE S","Seattle","WA","98144"
"2024","3350 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"2025","3317 B WETMORE AVE S","Seattle","WA","98144"
"2026","3333 WETMORE AVE S","Seattle","WA","98144"
"2027","3262 MCCLINTOCK AVE S","Seattle","WA","98144"
"2028","2411 S JUDKINS ST","Seattle","WA","98144"
"2029","2429 S JUDKINS ST","Seattle","WA","98144"
"2030","1412 S LANDER ST","Seattle","WA","98144"
"2031","702 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"2032","217 26TH AVE S","Seattle","WA","98144"
"2033","929 23RD AVE S","Seattle","WA","98144"
"2034","929 B 29TH AVE S","Seattle","WA","98144"
"2035","2703 S HINDS ST","Seattle","WA","98144"
"2036","1717 30TH AVE S","Seattle","WA","98144"
"2037","1704 30TH AVE S","Seattle","WA","98144"
"2038","3522 S LESCHI PL","Seattle","WA","98144"
"2039","3519 S LESCHI PL","Seattle","WA","98144"
"2040","3509 S LESCHI PL","Seattle","WA","98144"
"2041","3508 S JACKSON ST","Seattle","WA","98144"
"2042","3513 S LESCHI PL","Seattle","WA","98144"
"2043","1912 30TH AVE S","Seattle","WA","98144"
"2044","3518 S LESCHI PL","Seattle","WA","98144"
"2045","333 LAKESIDE AVE S","Seattle","WA","98144"
"2046","3501 S LESCHI PL","Seattle","WA","98144"
"2047","1910 30TH AVE S","Seattle","WA","98144"
"2048","3114 S PLUM ST","Seattle","WA","98144"
"2049","1922 31ST AVE S","Seattle","WA","98144"
"2050","1920 31ST AVE S","Seattle","WA","98144"
"2051","1920 30TH AVE S","Seattle","WA","98144"
"2052","324 35TH AVE S","Seattle","WA","98144"
"2053","1919 31ST AVE S","Seattle","WA","98144"
"2054","1911 32ND AVE S","Seattle","WA","98144"
"2055","1933 32ND AVE S","Seattle","WA","98144"
"2056","1920 32ND AVE S","Seattle","WA","98144"
"2057","1916 31ST AVE S","Seattle","WA","98144"
"2058","1909 32ND AVE S","Seattle","WA","98144"
"2059","1924 30TH AVE S","Seattle","WA","98144"
"2060","1926 32ND AVE S","Seattle","WA","98144"
"2061","3210 S PLUM ST","Seattle","WA","98144"
"2062","3517 S LESCHI PL","Seattle","WA","98144"
"2063","3515 S MAIN ST","Seattle","WA","98144"
"2064","1917 32ND AVE S","Seattle","WA","98144"
"2065","1912 32ND AVE S","Seattle","WA","98144"
"2066","1928 30TH AVE S","Seattle","WA","98144"
"2067","1911 31ST AVE S","Seattle","WA","98144"
"2068","309 B LAKESIDE AVE S","Seattle","WA","98144"
"2069","2212 S MASSACHUSETTS ST","Seattle","WA","98144"
"2070","1535 23RD AVE S","Seattle","WA","98144"
"2071","1731 S HINDS ST","Seattle","WA","98144"
"2072","3409 ALAMO PL S","Seattle","WA","98144"
"2073","3403 BEACON AVE S","Seattle","WA","98144"
"2074","3430 18TH AVE S","Seattle","WA","98144"
"2075","3427 19TH AVE S","Seattle","WA","98144"
"2076","3425 19TH AVE S","Seattle","WA","98144"
"2077","1427 S HINDS ST","Seattle","WA","98144"
"2078","3714 14TH AVE S","Seattle","WA","98144"
"2079","3720 14TH AVE S","Seattle","WA","98144"
"2080","3428 14TH AVE S","Seattle","WA","98144"
"2081","3408 BEACON AVE S","Seattle","WA","98144"
"2082","3407 LAFAYETTE AVE S","Seattle","WA","98144"
"2083","3422 ALAMO PL S","Seattle","WA","98144"
"2084","1729 S HINDS ST","Seattle","WA","98144"
"2085","3433 ALAMO PL S","Seattle","WA","98144"
"2086","3407 BEACON AVE S","Seattle","WA","98144"
"2087","3402 18TH AVE S","Seattle","WA","98144"
"2088","3405 LAFAYETTE AVE S","Seattle","WA","98144"
"2089","3415 LAFAYETTE AVE S","Seattle","WA","98144"
"2090","3415 19TH AVE S","Seattle","WA","98144"
"2091","1403 S HINDS ST","Seattle","WA","98144"
"2092","3820 14TH AVE S","Seattle","WA","98144"
"2093","3435 19TH AVE S","Seattle","WA","98144"
"2094","3419 19TH AVE S","Seattle","WA","98144"
"2095","3419 BEACON AVE S","Seattle","WA","98144"
"2096","3417 18TH AVE S","Seattle","WA","98144"
"2097","1403 S HANFORD ST","Seattle","WA","98144"
"2098","3726 14TH AVE S","Seattle","WA","98144"
"2099","3732 14TH AVE S","Seattle","WA","98144"
"2100","3412 14TH AVE S","Seattle","WA","98144"
"2101","3432 14TH AVE S","Seattle","WA","98144"
"2102","1733 S HINDS ST","Seattle","WA","98144"
"2103","3412 ALAMO PL S","Seattle","WA","98144"
"2104","3432 ALAMO PL S","Seattle","WA","98144"
"2105","3418 BEACON AVE S","Seattle","WA","98144"
"2106","3412 18TH AVE S","Seattle","WA","98144"
"2107","3401 LAFAYETTE AVE S","Seattle","WA","98144"
"2108","3421 LAFAYETTE AVE S","Seattle","WA","98144"
"2109","3408 ALAMO PL S","Seattle","WA","98144"
"2110","3401 19TH AVE S","Seattle","WA","98144"
"2111","3401 19TH AVE S","Seattle","WA","98144"
"2112","3400 BEACON AVE S","Seattle","WA","98144"
"2113","3416 18TH AVE S","Seattle","WA","98144"
"2114","2718 S KING ST","Seattle","WA","98144"
"2115","3416 14TH AVE S","Seattle","WA","98144"
"2116","3621 15TH AVE S","Seattle","WA","98144"
"2117","3208 14TH AVE S","Seattle","WA","98144"
"2118","3629 15TH AVE S","Seattle","WA","98144"
"2119","3404 ALAMO PL S","Seattle","WA","98144"
"2120","3405 BEACON AVE S","Seattle","WA","98144"
"2121","3422 18TH AVE S","Seattle","WA","98144"
"2122","2708 S KING ST","Seattle","WA","98144"
"2123","1423 S SPOKANE ST","Seattle","WA","98144"
"2124","3708 14TH AVE S","Seattle","WA","98144"
"2125","3808 14TH AVE S","Seattle","WA","98144"
"2126","3427 BEACON AVE S","Seattle","WA","98144"
"2127","3240 S 368TH PL","Seattle","WA","98144"
"2128","3431 ALAMO PL S","Seattle","WA","98144"
"2129","3408 18TH AVE S","Seattle","WA","98144"
"2130","426 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"2131","426 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"2132","3418 ALAMO PL S","Seattle","WA","98144"
"2133","3405 19TH AVE S","Seattle","WA","98144"
"2134","3417 BEACON AVE S","Seattle","WA","98144"
"2135","3416 BEACON AVE S","Seattle","WA","98144"
"2136","3420 18TH AVE S","Seattle","WA","98144"
"2137","3436 14TH AVE S","Seattle","WA","98144"
"2138","1465 S COLUMBIAN WAY","Seattle","WA","98144"
"2139","3433 LAFAYETTE AVE S","Seattle","WA","98144"
"2140","3419 18TH AVE S","Seattle","WA","98144"
"2141","3434 18TH AVE S","Seattle","WA","98144"
"2142","3406 18TH AVE S","Seattle","WA","98144"
"2143","3408 14TH AVE S","Seattle","WA","98144"
"2144","1423 S HINDS ST","Seattle","WA","98144"
"2145","3424 14TH AVE S","Seattle","WA","98144"
"2146","3626 14TH AVE S","Seattle","WA","98144"
"2147","3702 4TH AVE S","Seattle","WA","98144"
"2148","3417 ALAMO PL S","Seattle","WA","98144"
"2149","3411 BEACON AVE S","Seattle","WA","98144"
"2150","1407 S HANFORD ST","Seattle","WA","98144"
"2151","3413 LAFAYETTE AVE S","Seattle","WA","98144"
"2152","3402 ALAMO PL S","Seattle","WA","98144"
"2153","3412 BEACON AVE S","Seattle","WA","98144"
"2154","3429 LAFAYETTE AVE S","Seattle","WA","98144"
"2155","3419 ALAMO PL S","Seattle","WA","98144"
"2156","3426 LAFAYETTE AVE S","Seattle","WA","98144"
"2157","3408 LAFAYETTE AVE S","Seattle","WA","98144"
"2158","3415 BEACON AVE S","Seattle","WA","98144"
"2159","3409 19TH AVE S","Seattle","WA","98144"
"2160","817 30TH AVE S","Seattle","WA","98144"
"2161","2960 S CHARLES ST","Seattle","WA","98144"
"2162","2960 S CHARLES ST","Seattle","WA","98144"
"2163","808 YAKIMA AVE S","Seattle","WA","98144"
"2164","1118 YAKIMA AVE S","Seattle","WA","98144"
"2165","1102 YAKIMA AVE S","Seattle","WA","98144"
"2166","2815 S DEARBORN ST","Seattle","WA","98144"
"2167","1119 29TH AVE S","Seattle","WA","98144"
"2168","2533 13TH AVE S","Seattle","WA","98144"
"2169","3012 20TH AVE S","Seattle","WA","98144"
"2170","3042 19TH AVE S","Seattle","WA","98144"
"2171","3050 18TH AVE S","Seattle","WA","98144"
"2172","3033 19TH AVE S","Seattle","WA","98144"
"2173","3018 17TH AVE S","Seattle","WA","98144"
"2174","3430 ALAMO PL S","Seattle","WA","98144"
"2175","2714 S KING ST","Seattle","WA","98144"
"2176","2704 S IRVING ST","Seattle","WA","98144"
"2177","1316 MARTIN LUTHER KING JR WAY S","Seattle","WA","98144"
"2178","2723 B S JUDKINS ST","Seattle","WA","98144"
"2179","3209 S DEARBORN ST","Seattle","WA","98144"
"2180","1724 S SPOKANE ST","Seattle","WA","98144"
"2181","3404 19TH AVE S","Seattle","WA","98144"
"2182","103 31ST AVE S","Seattle","WA","98144"
"2183","2904 S WASHINGTON ST","Seattle","WA","98144"
"2184","112 28TH AVE S","Seattle","WA","98144"
"2185","210 28TH AVE S","Seattle","WA","98144"
"2186","2814 S WASHINGTON ST","Seattle","WA","98144"
"2187","210 30TH AVE S","Seattle","WA","98144"
"2188","111 31ST AVE S","Seattle","WA","98144"
"2189","3008 S WASHINGTON ST","Seattle","WA","98144"
"2190","119 30TH AVE S","Seattle","WA","98144"
"2191","215 30TH AVE S","Seattle","WA","98144"
"2192","2909 S WASHINGTON ST","Seattle","WA","98144"
"2193","201 29TH AVE S","Seattle","WA","98144"
