"","lon","lat","address"
"331",-122.302035,47.581694,"2345 24th avenue south, seattle, wa 98144, usa"
"332",-122.315182,47.580247,"2525 14th avenue south, seattle, wa 98144, usa"
"333",-122.2982702,47.596912,"2608 south lane street, seattle, wa 98144, usa"
"334",-122.3267888,47.6074644,"821 9th avenue, seattle, wa 98104, usa"
"335",-122.296604,47.5986339,"417 28th avenue south, seattle, wa 98144, usa"
"336",-122.316349,47.588207,"1701 13th avenue south, seattle, wa 98144, usa"
"337",-122.313765,47.590972,"1318 15th avenue south, seattle, wa 98144, usa"
"338",-122.3277513,47.5959027,"909 5th avenue south, seattle, wa 98104, usa"
"339",-122.327655,47.6080565,"823 madison street, seattle, wa 98104, usa"
"340",-122.315081,47.58229,"2321 14th avenue south, seattle, wa 98144, usa"
"341",-122.316902,47.586687,"1808 12th avenue south, seattle, wa 98144, usa"
"342",-122.30657,47.587458,"1757 20th avenue south, seattle, wa 98144, usa"
"343",-122.2995,47.59473,"2510 south charles street, seattle, wa 98144, usa"
"344",-122.3156397,47.5814748,"2414 13th avenue south, seattle, wa 98144, usa"
"345",-122.296181,47.594978,"824 28th avenue south, seattle, wa 98144, usa"
"346",-122.3035952,47.6005672,"219 22nd avenue south, seattle, wa 98144, usa"
"347",-122.314519,47.589843,"1502 14th avenue south, seattle, wa 98144, usa"
"348",-122.29184,47.571027,"3700 rainier avenue south, seattle, wa 98144, usa"
"349",-122.326575,47.6058906,"710 8th avenue, seattle, wa 98104, usa"
"350",-122.314327,47.580243,"2522 14th avenue south, seattle, wa 98144, usa"
"351",-122.297409,47.573814,"3304 27th avenue south, seattle, wa 98144, usa"
"352",-122.314519,47.589719,"1506 14th avenue south, seattle, wa 98144, usa"
"353",-122.3025008,47.5983426,"425 23rd avenue south, seattle, wa 98144, usa"
"354",-122.313757,47.579693,"2541 15th avenue south, seattle, wa 98144, usa"
"355",-122.310223,47.588662,"1546 17th avenue south, seattle, wa 98144, usa"
"356",-122.296174,47.573274,"2805 south byron street, seattle, wa 98144, usa"
"357",-122.311264,47.600247,"1600 south main street, seattle, wa 98144, usa"
