"","Major","Minor","BldgNbr","NbrBldgs","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode","NbrStories","PredominantUse","Shape","ConstrClass","BldgQuality","BldgDescr","BldgGrossSqFt","BldgNetSqFt","YrBuilt","EffYr","PcntComplete","HeatingSystem","Sprinklers","Elevators"
"1732",766670,530,1,1,"4         S  IDAHO                     ST      98134","4","   ","S ","IDAHO                    ","ST  ","  ","98134",1,406,2,5,2,"INDUSTRIAL WHSE                                   ",16520,16520,1956,1970,100,20,"Y"," "
"1733",331950,1340,1,1,"1842      S  KING                      ST      98144","1842","   ","S ","KING                     ","ST  ","  ","98144",2,352,2,4,4,"4-PLEX                                            ",4413,3048,1918,1980,100,6,"N","N"
"1734",125020,425,1,1,"2512      S  JACKSON                   ST      98144","2512","   ","S ","JACKSON                  ","ST  ","  ","98144",1,528,2,4,2,"SERVICE GARAGE                                    ",2310,2310,1900,1950,100,20,"N"," "
"1735",766620,7070,1,1,"85        S  ATLANTIC                  ST      98134","85","   ","S ","ATLANTIC                 ","ST  ","  ","98134",2,406,2,3,4,"WAREHOUSE                                         ",24430,24430,1937,1959,100,4,"N"," "
"1736",524780,2485,2,1,"650       S  DEARBORN                  ST      98104","650","   ","S ","DEARBORN                 ","ST  ","  ","98104",1,336,2,3,4,"LAUNDRY                                           ",1805,1805,1963,1963,100,6,"N"," "
"1737",766620,5408,1,1,"270       S  HANFORD                   ST      98134","270","   ","S ","HANFORD                  ","ST  ","  ","98134",2,407,2,3,4,"HULLIN - OFFICE & WAREHOUSE                       ",92792,92792,1962,1965,100,3,"Y"," "
"1738",766620,4155,3,1,"3405         6TH                       AVE  S  98134","3405","   ","  ","6TH                      ","AVE ","S ","98134",1,406,2,3,4,"STORAGE                                           ",1000,1000,1946,1960,100,20,"Y"," "
"1739",90700,135,1,1,"2552         BEACON                    AVE  S  98144","2552","   ","  ","BEACON                   ","AVE ","S ","98144",1,353,2,4,5,"RETAIL STORE / SALON                              ",1294,1294,1945,1985,100,2,"N"," "
"1740",524780,1431,1,1,"220          4TH                       AVE  S  98104","220","   ","  ","4TH                      ","AVE ","S ","98104",1,350,2,3,4,"RESTAURANT                                        ",8361,8361,1900,1990,100,17,"N"," "
"1741",526030,205,1,1,"2404      S  MCCLELLAN                 ST      98144","2404","   ","S ","MCCLELLAN                ","ST  ","  ","98144",1,471,1,3,3,"UTILITY BUILDING                                  ",550,550,1984,1984,100,0,"N"," "
"1742",138980,115,1,1,"2523         15TH                      AVE  S  98144","2523","   ","  ","15TH                     ","AVE ","S ","98144",4,459,3,4,4,"Mixed Use Apts                                    ",35818,21662,2003,2003,100,2,"Y","Y"
"1743",859090,1050,4,1,"1000         MADISON                   ST      98104","1000","   ","  ","MADISON                  ","ST  ","  ","98104",1,353,2,3,4,"STORE FRONT RETAIL BUILDING                       ",1800,1800,1930,1970,100,6,"N"," "
"1744",766620,2565,1,1,"61           COLUMBIA                  ST      98104","61","   ","  ","COLUMBIA                 ","ST  ","  ","98104",6,344,2,2,4,"OFFICE BUILDING                                   ",112560,98088,1910,1985,100,8,"Y","Y"
"1745",335740,85,1,1,"3638         34TH                      AVE  S  98144","3638","   ","  ","34TH                     ","AVE ","S ","98144",1,326,3,4,2,"AUTOMOTIVE IMPORTS & DISTRIBUTOR                  ",8088,8088,1956,1960,100,0," "," "
"1746",766620,7155,4,1,"1939         1ST                       AVE  S  98134","1939","   ","  ","1ST                      ","AVE ","S ","98134",1,406,2,4,4,"WAREHOUSE                                         ",8880,8880,1914,1941,100,6,"N"," "
"1747",524780,46,1,1,"105          1ST                       AVE  S  98104","105","   ","  ","1ST                      ","AVE ","S ","98104",4,300,2,3,4,"Apt BUILDING W/RETAIL ON 1ST FLOOR                ",42804,31494,1900,1964,100,8,"Y"," "
"1748",159460,30,1,1,"2202         RAINIER                   AVE  S  98144","2202","   ","  ","RAINIER                  ","AVE ","S ","98144",2,344,2,3,4,"OFFICE                                            ",6848,6848,1964,1990,100,3,"N"," "
"1749",617290,75,1,1,"4000         1ST                       AVE  S  98134","4000","   ","  ","1ST                      ","AVE ","S ","98134",1,407,2,3,4,"OFFICE/WHSE                                       ",56608,56608,1940,1960,100,6,"Y"," "
"1750",159870,0,1,1,"2901      S  JACKSON                   ST      98144","2901","   ","S ","JACKSON                  ","ST  ","  ","98144",1,846,1,3,4,"Commercial Condo Unit                             ",1768,1768,2004,2004,100,17,"Y"," "
"1751",128230,1030,1,2,"3300         WETMORE                   AVE  S  98144","3300","   ","  ","WETMORE                  ","AVE ","S ","98144",3,352,4,4,4,"12 UNIT APTS                                      ",15704,11486,1992,1994,100,2,"Y","N"
"1752",93900,300,1,1,"818          2ND                       AVE     98104","818","   ","  ","2ND                      ","AVE ","  ","98104",2,353,2,2,5,"SEATTLE TRUST COURT (RETAIL COURT)                ",38539,14726,1978,1985,100,12,"Y","Y"
"1753",859090,770,1,1,"515          MINOR                     AVE     98104","515","   ","  ","MINOR                    ","AVE ","  ","98104",1,341,2,3,4,"MEDICAL OFFICE                                    ",10612,10612,1958,1990,100,4,"Y"," "
"1754",331950,715,1,1,"1713      S  MAIN                      ST      98144","1713","   ","S ","MAIN                     ","ST  ","  ","98144",1,309,2,4,4,"CHURCH                                            ",2550,2550,1981,1981,100,3,"N"," "
"1755",162404,9006,1,1,"3200         23RD                      AVE  S  98144","3200","   ","  ","23RD                     ","AVE ","S ","98144",1,365,2,3,5,"SCHOOL                                            ",29310,29310,1971,1971,100,4,"Y"," "
"1756",149830,2525,1,1,"2025         RAINIER                   AVE  S  98144","2025","   ","  ","RAINIER                  ","AVE ","S ","98144",1,349,2,4,6,"FAST FOOD REST                                    ",2888,2888,1982,1986,100,12,"N"," "
"1757",331950,65,1,1,"117          15TH                      AVE  S  98144","117","   ","  ","15TH                     ","AVE ","S ","98144",1,323,2,4,2,"LODGE                                             ",2522,2522,1966,1966,100,2,"N"," "
"1758",766620,6264,1,1,"1920         1ST                       AVE  S  98134","1920","   ","  ","1ST                      ","AVE ","S ","98134",1,304,2,4,4,"KEY BANK                                          ",3400,3400,2003,2005,100,12,"Y"," "
"1759",567950,270,2,1,"3700         9TH                       AVE  S  98134","3700","   ","  ","9TH                      ","AVE ","S ","98134",1,406,2,3,4,"WAREHOUSE                                         ",7267,7267,1983,1985,100,20,"N"," "
"1760",197820,1015,1,1,"1229         MADISON                   ST      98104","1229","   ","  ","MADISON                  ","ST  ","  ","98104",4,345,2,2,6,"NORDSTROM GARAGE                                  ",214740,214740,1985,1985,100,4,"Y","Y"
"1761",766620,3245,1,1,"2323         AIRPORT                   WAY  S  98134","2323","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,407,2,3,4,"PACIFIC FOOD WHSE                                 ",41550,41550,1951,1959,100,4,"Y"," "
"1762",93900,230,1,1,"705          2ND                       AVE     98104","705","   ","  ","2ND                      ","AVE ","  ","98104",17,344,2,2,6,"OFFICE BUILDING                                   ",116640,96076,1911,1980,100,14,"Y","Y"
"1763",149830,2340,1,1,"1901         22ND                      AVE  S  98144","1901","   ","  ","22ND                     ","AVE ","S ","98144",1,830,2,4,5,"MIXED USE RETAIL (Beauty Nails Supply)            ",3190,3190,1924,1980,100,3,"N"," "
"1764",766620,2855,2,1,"1700         AIRPORT                   WAY  S  98134","1700","   ","  ","AIRPORT                  ","WAY ","S ","98134",3,344,2,4,2,"MEDICAL OFC/OFC                                   ",34425,31938,1914,1945,100,3,"Y"," "
"1765",766620,5140,4,1,"1919         4TH                       AVE  S  98134","1919","   ","  ","4TH                      ","AVE ","S ","98134",2,344,2,3,4,"OFFICE                                            ",2160,2160,1964,1980,100,2,"N"," "
"1766",59700,570,1,1,"3026         BEACON                    AVE  S  98144","3026","   ","  ","BEACON                   ","AVE ","S ","98144",4,300,2,4,4,"14 UNIT APT                                       ",11836,10060,1990,1998,100,2,"N","N"
"1767",766620,5882,1,1,"132       S  SPOKANE                   ST      98134","132","   ","S ","SPOKANE                  ","ST  ","  ","98134",1,335,2,3,5,"HALF-WAY HOUSE / INSTITUTION                      ",14488,14488,1948,2000,100,3,"Y"," "
"1768",94200,510,1,1,"810          4TH                       AVE     98104","810","   ","  ","4TH                      ","AVE ","  ","98104",5,311,2,3,4,"PRIVATE CLUB                                      ",57452,57452,1907,1980,100,7,"Y","Y"
"1769",766670,2850,2,1,"1719         13TH                      AVE  SW 98134","1719","   ","  ","13TH                     ","AVE ","SW","98134",2,344,2,4,4,"T 56 & T 57                                       ",16636,16636,1900,1941,100,4,"Y"," "
"1770",766620,7050,1,1,"1555         UTAH                      AVE  S  98134","1555","   ","  ","UTAH                     ","AVE ","S ","98134",1,406,2,3,6,"UTIL BLDG                                         ",1620,1620,1969,1979,100,3,"N"," "
"1771",766620,7830,1,1,"1901         EAST MARGINAL             WAY  S  98134","1901","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,327,2,5,6,"Passenger Teminal                                 ",90500,90500,2003,2003,100,17,"Y"," "
"1772",367940,110,1,1,"1458      S  COLUMBIAN                 WAY     98144","1458","   ","S ","COLUMBIAN                ","WAY ","  ","98144",3,352,2,4,5,"ELMA APTS                                         ",5557,5234,1961,1986,100,2,"N","N"
"1773",60600,30,1,1,"3224         BEACON                    AVE  S  98144","3224","   ","  ","BEACON                   ","AVE ","S ","98144",2,353,2,3,4,"RETAIL & APTS                                     ",2760,2760,1918,1980,100,3,"N"," "
"1774",766620,3440,1,3,"1762         6TH                       AVE  S  98134","1762","   ","  ","6TH                      ","AVE ","S ","98134",1,407,2,3,4,"EYRES WAREHOUSE                                   ",110613,110613,1960,1990,100,6,"Y"," "
"1775",766620,5305,2,1,"2733         4TH                       AVE  S  98134","2733","   ","  ","4TH                      ","AVE ","S ","98134",1,494,2,5,4,"OFFICE & SHOP                                     ",5116,5116,1958,1980,100,6,"N"," "
"1776",766620,7675,1,1,"          S  HOLGATE                   ST      98134","     ","   ","S ","HOLGATE                  ","ST  ","  ","98134",1,468,1,5,2,"Utility Bldg.                                     ",350,350,2000,2000,100,20," "," "
"1777",754830,1000,2,1,"1721         RAINIER                   AVE  S  98144","1721","   ","  ","RAINIER                  ","AVE ","S ","98144",1,494,2,3,2,"FACTORY                                           ",10000,10000,1954,1970,100,20,"N"," "
"1778",982070,100,1,1,"214          5TH                       AVE  S  98104","214","   ","  ","5TH                      ","AVE ","S ","98104",1,344,2,3,4,"OFFICE                                            ",1870,1870,1968,1968,100,3,"N"," "
"1779",132730,8,1,1,"3300         1ST                       AVE  S  98134","3300","   ","  ","1ST                      ","AVE ","S ","98134",1,406,2,4,4,"COMMERCIAL BLDG                                   ",20000,20000,1914,2000,100,3,"N"," "
"1780",360,79,1,1,"2401      S  BAYVIEW                   ST      98144","2401","   ","S ","BAYVIEW                  ","ST  ","  ","98144",1,494,2,3,4,"INDUSTRIAL LIGHT MANUFACTURING                    ",10296,10296,1961,1998,100,11,"Y"," "
"1781",766620,7100,1,1,"1743         1ST                       AVE  S  98134","1743","   ","  ","1ST                      ","AVE ","S ","98134",1,494,2,3,4,"WAREHOUSE                                         ",22580,22580,1927,1959,100,6,"N"," "
"1782",859040,910,1,1,"823          MADISON                   ST      98104","823","   ","  ","MADISON                  ","ST  ","  ","98104",4,300,2,3,4,"APARTMENT BLDG & RESTAURANT                       ",55700,38989,1902,1979,100,5,"N","Y"
"1783",357320,250,5,1,"4634         EAST MARGINAL             WAY  S  98134","4634","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,494,3,3,4,"LIGHT INDUSTRIAL/OFFICE BLDG ""E""                ",14284,14284,1947,1985,100,6,"Y"," "
"1784",132730,6,2,1,"423       S  HORTON                    ST      98134","423","   ","S ","HORTON                   ","ST  ","  ","98134",1,406,2,4,4," WAREHOUSE                                        ",1560,1560,1972,1972,100,6," "," "
"1785",766620,6260,1,1,"1900         1ST                       AVE  S  98134","1900","   ","  ","1ST                      ","AVE ","S ","98134",2,350,2,4,5,"Restaurant & Office                               ",9900,9900,2004,2004,100,14,"Y"," "
"1786",524780,550,1,1,"109          YESLER                    WAY     98104","109","   ","  ","YESLER                   ","WAY ","  ","98104",3,350,2,3,4,"RESTAURANT/HOTEL BUILDING                         ",7560,6720,1900,1990,100,8,"Y"," "
"1787",766670,2850,27,1,"1719         13TH                      AVE  SW 98134","1719","   ","  ","13TH                     ","AVE ","SW","98134",1,406,2,5,3,"T 238 MMD                                         ",3581,3581,1900,1980,100,11," "," "
"1788",182404,9075,3,1,"3847         1ST                       AVE  S  98134","3847","   ","  ","1ST                      ","AVE ","S ","98134",1,468,2,4,2,"3 SIDED STG SHED                                  ",4000,4000,1953,1953,100,20,"N"," "
"1789",524780,1615,1,1,"501       S  JACKSON                   ST      98104","501","   ","S ","JACKSON                  ","ST  ","  ","98104",3,344,2,3,4,"OFFICE/RETAIL BUILDING                            ",22480,21880,1900,1970,100,12,"N"," "
