"","Major","Minor","BldgNbr","NbrLivingUnits","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode","Stories","BldgGrade","BldgGradeVar","SqFt1stFloor","SqFtHalfFloor","SqFt2ndFloor","SqFtUpperFloor","SqFtUnfinFull","SqFtUnfinHalf","SqFtTotLiving","SqFtTotBasement","SqFtFinBasement","FinBasementGrade","SqFtGarageBasement","SqFtGarageAttached","DaylightBasement","SqFtOpenPorch","SqFtEnclosedPorch","SqFtDeck","HeatSystem","HeatSource","BrickStone","ViewUtilization","Bedrooms","BathHalfCount","Bath3qtrCount","BathFullCount","FpSingleStory","FpMultiStory","FpFreestanding","FpAdditional","YrBuilt","YrRenovated","PcntComplete","Obsolescence","PcntNetCondition","Condition","AddnlCost"
"1",56700,25,1,1,"811   30TH AVE S  98144","811","   ","  ","30TH                     ","AVE   ","S ","98144",2,8,0,1660,0,670,0,0,0,2330,790,0,0,480,0," ",80,0,150,5,2,0," ",2,1,0,2,0,0,1,0,1915,1994,0,0,0,3,0
"2",56700,105,1,1,"905   30TH AVE S  98144","905","   ","  ","30TH                     ","AVE   ","S ","98144",2.5,9,0,1080,300,1080,0,0,0,2460,1080,0,0,0,0," ",240,80,240,6,2,0," ",5,0,0,1,0,1,0,0,1909,0,0,0,0,4,0
"3",56700,150,1,1,"933   YAKIMA PL S  98144","933","   ","  ","YAKIMA                   ","PL    ","S ","98144",1.5,7,0,810,400,0,0,0,0,1410,810,200,5,0,0," ",0,0,0,5,2,0," ",2,0,0,1,0,1,0,0,1926,0,0,0,0,4,0
"4",56700,417,1,1,"2907  S NORMAN ST   98144","2907","   ","S ","NORMAN                   ","ST    ","  ","98144",3,8,0,480,0,500,425,0,0,1495,325,90,8,235,0,"Y",0,0,70,5,2,0,"N",3,1,0,2,1,0,0,0,2006,0,0,0,0,3,0
"5",56700,515,1,1,"803   YAKIMA AVE S  98144","803","   ","  ","YAKIMA                   ","AVE   ","S ","98144",1.5,6,0,830,350,0,0,0,0,1180,210,0,0,0,0,"N",70,0,140,2,2,0,"N",3,0,0,1,0,0,0,0,1918,0,0,0,0,3,0
"6",56700,525,1,1,"811   YAKIMA AVE S  98144","811","   ","  ","YAKIMA                   ","AVE   ","S ","98144",2,7,0,880,0,500,0,0,0,1380,0,0,0,0,0," ",220,0,0,5,3,0," ",3,0,0,2,0,1,0,0,1981,0,0,0,0,4,0
"7",56700,660,1,1,"831   29TH AVE S  98144","831","   ","  ","29TH                     ","AVE   ","S ","98144",1,7,0,1110,0,0,0,0,0,1490,1000,380,7,280,0,"Y",0,0,80,5,3,0,"N",4,0,0,2,0,1,0,1,1977,0,0,0,0,3,0
"8",56700,674,1,1,"2825  S CHARLES ST   98144","2825","   ","S ","CHARLES                  ","ST    ","  ","98144",2,7,0,530,0,550,0,0,0,1320,440,240,7,200,0,"Y",24,0,0,5,2,0,"N",3,1,2,1,1,0,0,0,2003,0,0,0,0,3,0
"9",57000,240,1,1,"1218  S LANDER ST   98144","1218","   ","S ","LANDER                   ","ST    ","  ","98144",2,8,0,1300,0,860,0,0,0,3460,1300,1300,6,0,0," ",60,0,240,5,2,25," ",3,1,0,1,0,1,0,0,1924,0,0,0,0,3,0
"10",42404,9049,1,1,"911   31ST AVE S  98144","911","   ","  ","31ST                     ","AVE   ","S ","98144",1,8,0,1330,0,0,0,0,0,1940,1330,610,6,200,0,"N",90,0,0,5,1,100,"N",3,0,1,1,0,1,0,1,1949,0,0,0,0,3,0
"11",42404,9068,1,1,"1113   26TH AVE S  98144","1113","   ","  ","26TH                     ","AVE   ","S ","98144",1.5,7,0,810,530,0,0,0,0,1340,810,0,0,0,0," ",0,0,0,5,2,0," ",2,0,0,2,1,0,0,0,1928,0,0,0,0,3,0
"12",59700,4,1,1,"3007   21ST AVE S  98144","3007","   ","  ","21ST                     ","AVE   ","S ","98144",1,6,0,770,0,0,0,0,0,770,0,0,0,0,0," ",0,0,0,5,1,100," ",2,0,0,1,0,0,0,0,1948,0,0,0,0,3,0
"13",59700,60,1,1,"3018   20TH AVE S  98144","3018","   ","  ","20TH                     ","AVE   ","S ","98144",2,7,0,860,0,1260,0,0,0,2120,0,0,0,0,520," ",0,0,120,5,2,0," ",5,0,1,2,1,0,0,0,1989,0,0,0,0,3,0
"14",59700,310,1,1,"3039   20TH AVE S  98144","3039","   ","  ","20TH                     ","AVE   ","S ","98144",1,7,0,1410,0,0,0,0,0,1710,540,300,6,0,0," ",0,0,0,5,1,0," ",4,0,0,1,0,0,0,0,1953,0,0,0,0,3,0
"15",59700,350,1,1,"3001   19TH AVE S  98144","3001","   ","  ","19TH                     ","AVE   ","S ","98144",1,6,0,980,0,0,0,0,0,980,700,0,0,160,60,"N",0,0,0,5,1,0,"N",2,0,0,1,1,0,0,0,1924,0,0,0,0,3,0
"16",59700,375,1,1,"1811  S STEVENS ST   98144","1811","   ","S ","STEVENS                  ","ST    ","  ","98144",1,7,0,1120,0,0,0,0,0,1320,1120,200,6,240,0," ",70,0,0,5,1,0," ",3,0,1,1,1,0,0,0,1948,0,0,0,0,3,0
"17",59700,415,1,1,"3034   18TH AVE S  98144","3034","   ","  ","18TH                     ","AVE   ","S ","98144",1.5,6,0,990,380,0,0,0,0,1370,990,0,0,0,0," ",50,0,0,5,2,0," ",3,0,0,1,0,1,0,0,1925,0,0,0,0,3,0
"18",59700,425,1,1,"3042   18TH AVE S  98144","3042","   ","  ","18TH                     ","AVE   ","S ","98144",1.5,7,0,1560,580,0,0,0,0,2740,1560,600,6,0,0," ",0,0,0,5,1,0," ",5,0,1,1,0,1,0,0,1915,0,0,0,0,3,0
"19",60600,120,1,1,"3217   19TH AVE S  98144","3217","   ","  ","19TH                     ","AVE   ","S ","98144",1,7,0,940,0,0,0,0,0,940,1090,0,0,0,0," ",0,160,0,5,1,0," ",3,0,0,1,1,0,0,0,1917,0,0,0,0,3,0
"20",60600,125,1,1,"3213   19TH AVE S  98144","3213","   ","  ","19TH                     ","AVE   ","S ","98144",1,7,0,1040,0,0,0,0,0,1040,1040,0,0,0,0," ",160,0,0,5,1,0," ",4,0,0,1,1,0,0,0,1913,0,0,0,0,3,0
"21",42404,9037,1,1,"1102   26TH AVE S  98144","1102","   ","  ","26TH                     ","AVE   ","S ","98144",1.5,6,0,750,300,0,0,0,0,1050,0,0,0,0,0,"N",60,0,0,5,2,0,"N",2,0,0,1,0,0,0,0,1908,0,0,0,0,3,0
"22",42404,9041,1,1,"910   31ST AVE S  98144","910","   ","  ","31ST                     ","AVE   ","S ","98144",1,8,0,1440,0,0,0,0,0,3140,1700,1700,7,0,0,"Y",0,0,740,6,2,0,"N",2,1,0,2,1,1,0,0,1929,1980,0,0,0,4,0
"23",42404,9072,1,1,"1123   26TH AVE S  98144","1123","   ","  ","26TH                     ","AVE   ","S ","98144",2,7,0,750,0,790,0,0,0,1540,0,0,0,0,210,"N",60,0,0,5,2,0," ",4,1,0,1,0,0,0,0,1995,0,0,0,0,3,0
"24",73000,97,1,1,"1312   MARTIN LUTHER KING JR WAY S  98144","1312","   ","  ","MARTIN LUTHER KING JR    ","WAY   ","S ","98144",2,7,0,510,0,480,0,0,0,990,0,0,0,0,0," ",0,0,0,5,2,0," ",2,0,0,1,0,0,0,0,1998,0,0,0,0,3,0
"25",73000,181,1,1,"2720  S IRVING ST   98144","2720","   ","S ","IRVING                   ","ST    ","  ","98144",2,7,0,574,0,863,0,0,0,1437,0,0,0,0,253," ",0,0,0,5,2,0," ",4,1,1,1,0,0,0,0,1998,0,0,0,0,3,0
"26",73000,186,1,1,"2716  S IRVING ST   98144","2716","   ","S ","IRVING                   ","ST    ","  ","98144",2,7,0,561,0,759,0,0,0,1320,0,0,0,0,253," ",0,0,0,5,2,0," ",3,1,0,1,0,0,0,0,1998,0,0,0,0,3,0
"27",42404,9039,1,1,"3207  S CHARLES ST   98144","3207","   ","S ","CHARLES                  ","ST    ","  ","98144",1,7,0,820,0,0,0,0,0,1640,820,820,6,0,0,"N",60,0,160,5,3,0,"N",3,0,0,2,0,0,0,0,1924,0,0,0,0,4,10000
"28",42404,9055,1,1,"2434  S JUDKINS ST   98144","2434","   ","S ","JUDKINS                  ","ST    ","  ","98144",1,7,0,770,0,0,0,0,0,770,770,0,0,0,0," ",0,0,0,6,1,0," ",2,0,0,1,0,0,0,0,1951,0,0,0,0,3,0
"29",42404,9061,1,1,"1109   26TH AVE S  98144","1109","   ","  ","26TH                     ","AVE   ","S ","98144",1.5,7,0,810,500,0,0,0,0,1310,810,0,0,0,0,"N",0,0,0,5,2,0,"N",2,0,0,1,0,1,0,0,1928,0,0,0,0,3,0
"30",56700,100,1,1,"800   YAKIMA AVE S  98144","800","   ","  ","YAKIMA                   ","AVE   ","S ","98144",1,8,0,880,0,0,0,0,0,1720,840,840,7,0,0," ",0,0,0,5,2,0," ",4,0,1,1,0,1,0,1,1972,2012,0,0,0,3,0
"31",56700,360,1,1,"1131   YAKIMA AVE S  98144","1131","   ","  ","YAKIMA                   ","AVE   ","S ","98144",1,9,0,1120,0,0,0,0,0,2240,1120,1120,8,0,0," ",210,0,0,6,2,0," ",4,0,0,2,1,0,0,0,1909,2008,0,0,0,3,0
"32",56700,680,1,1,"2821  S CHARLES ST   98144","2821","   ","S ","CHARLES                  ","ST    ","  ","98144",2,7,0,530,0,550,0,0,0,1320,440,240,7,200,0,"Y",24,0,0,5,2,0," ",3,1,2,1,1,0,0,0,2003,0,0,0,0,3,0
"33",56700,40,1,1,"831   30TH AVE S  98144","831","   ","  ","30TH                     ","AVE   ","S ","98144",1,7,0,1110,0,0,0,0,0,1710,1110,600,6,0,100,"Y",140,0,0,2,1,0," ",2,0,1,1,0,1,0,1,1907,0,0,0,0,3,0
"34",56700,45,1,1,"833   30TH AVE S  98144","833","   ","  ","30TH                     ","AVE   ","S ","98144",1,7,0,710,0,0,0,0,0,710,0,0,0,0,0," ",40,40,0,6,1,0," ",1,0,0,1,1,0,0,0,1910,0,0,0,0,3,0
"35",56700,95,1,1,"2957  S DEARBORN ST   98144","2957","   ","S ","DEARBORN                 ","ST    ","  ","98144",1.5,8,0,780,400,0,0,0,0,1180,0,0,0,0,0," ",50,90,0,1,2,0," ",3,0,1,1,0,1,0,0,1910,0,0,0,0,4,0
"36",56700,175,1,2,"921   YAKIMA PL S  98144","921","   ","  ","YAKIMA                   ","PL    ","S ","98144",2,7,0,910,0,910,0,0,0,2020,800,200,6,200,0," ",50,0,280,4,3,0," ",4,0,0,2,0,0,0,0,1912,0,0,0,0,3,0
"37",56700,281,1,1,"1132   YAKIMA AVE S  98144","1132","   ","  ","YAKIMA                   ","AVE   ","S ","98144",2,8,0,730,0,749,0,0,0,1639,580,160,7,420,0,"Y",30,0,30,5,2,0,"N",3,1,0,2,1,0,0,0,2003,0,0,0,0,3,0
"38",56700,295,1,1,"2957  S NORMAN ST   98144","2957","   ","S ","NORMAN                   ","ST    ","  ","98144",1,7,0,700,0,0,0,0,0,1200,700,500,6,0,0,"Y",70,80,160,5,2,0," ",3,0,1,1,0,1,0,0,1924,0,0,0,0,4,0
"39",56700,401,1,1,"1116   29TH AVE S  98144","1116","   ","  ","29TH                     ","AVE   ","S ","98144",3,8,0,300,0,640,640,0,0,2100,520,520,7,0,200,"N",0,0,20,5,2,0," ",4,1,0,2,1,0,0,0,2008,0,0,0,0,3,0
"40",56700,460,1,1,"931   YAKIMA AVE S  98144","931","   ","  ","YAKIMA                   ","AVE   ","S ","98144",1,8,0,2170,0,0,0,0,0,3490,2170,1320,7,0,0,"Y",0,0,580,5,2,0," ",6,0,2,1,0,1,0,1,1965,0,0,0,0,4,0
"41",56700,731,1,1,"2817  S NORMAN ST   98144","2817","   ","S ","NORMAN                   ","ST    ","  ","98144",2,7,0,220,0,500,0,0,0,720,0,0,0,0,210,"N",0,0,70,5,2,0,"N",2,0,1,1,0,0,0,0,2003,0,0,0,0,3,0
"42",56700,745,1,1,"1200   BRADNER PL S  98144","1200","   ","  ","BRADNER                  ","PL    ","S ","98144",2,7,0,700,0,700,0,0,0,1790,600,390,7,210,0,"Y",0,0,80,5,2,0,"N",2,1,2,1,1,0,0,0,2001,0,0,0,0,3,0
"43",29900,35,1,1,"1517 B  23RD AVE S  98144","1517","B  ","  ","23RD                     ","AVE   ","S ","98144",3,8,0,530,0,590,400,0,0,1660,500,140,8,360,0," ",0,0,180,5,2,0," ",3,1,0,2,1,0,0,0,2006,0,0,0,0,3,0
"44",42404,9065,1,1,"1116   26TH AVE S  98144","1116","   ","  ","26TH                     ","AVE   ","S ","98144",2,7,0,630,0,860,0,0,0,1490,0,0,0,0,300," ",0,0,0,5,2,0," ",3,0,0,2,0,0,0,0,2000,0,0,0,0,3,0
"45",59700,70,1,1,"3028   20TH AVE S  98144","3028","   ","  ","20TH                     ","AVE   ","S ","98144",1,7,0,1240,0,0,0,0,0,2040,1240,800,7,0,260," ",0,0,0,5,1,0," ",4,0,0,2,0,1,0,1,1964,0,0,0,0,3,0
"46",59700,95,1,1,"3044   20TH AVE S  98144","3044","   ","  ","20TH                     ","AVE   ","S ","98144",1,6,0,650,0,0,0,0,0,1300,650,650,6,0,0,"N",70,0,0,5,2,0,"N",2,0,0,1,1,0,0,0,1919,0,0,0,0,3,0
"47",59700,106,1,1,"3062   20TH AVE S  98144","3062","   ","  ","20TH                     ","AVE   ","S ","98144",1,8,0,1380,0,0,0,0,0,2680,1380,1300,6,0,0," ",0,0,400,5,1,100," ",5,0,2,1,0,1,0,1,1969,0,0,0,0,3,0
"48",59700,220,1,1,"3016   19TH AVE S  98144","3016","   ","  ","19TH                     ","AVE   ","S ","98144",1.5,7,0,770,670,0,0,0,0,1840,770,400,6,0,0," ",0,0,510,5,1,70," ",3,1,0,1,0,1,0,0,1933,0,0,0,0,3,0
"49",59700,240,1,1,"3032   19TH AVE S  98144","3032","   ","  ","19TH                     ","AVE   ","S ","98144",1.5,7,0,1176,240,0,0,0,0,3104,1688,1688,6,0,0," ",0,0,320,5,2,0," ",3,0,0,2,0,1,0,0,1929,0,0,0,0,3,0
"50",59700,245,1,1,"3038   19TH AVE S  98144","3038","   ","  ","19TH                     ","AVE   ","S ","98144",1.5,7,0,1040,760,0,0,0,0,2200,1040,400,6,0,0," ",50,0,0,5,1,0," ",4,0,0,1,0,1,0,0,1925,0,0,0,0,3,0
"51",59700,260,1,1,"3050   19TH AVE S  98144","3050","   ","  ","19TH                     ","AVE   ","S ","98144",1,7,0,1180,0,0,0,0,0,1580,1180,400,6,0,0," ",70,0,0,5,1,0," ",3,0,0,1,1,0,0,0,1915,0,0,0,0,3,0
"52",59700,395,1,1,"3020   18TH AVE S  98144","3020","   ","  ","18TH                     ","AVE   ","S ","98144",1,6,0,690,0,0,0,0,0,690,220,0,0,0,0,"N",100,0,0,5,1,0,"N",2,0,0,1,0,0,0,0,1919,0,0,0,0,3,0
"53",59700,780,1,1,"3010   17TH AVE S  98144","3010","   ","  ","17TH                     ","AVE   ","S ","98144",1.5,7,0,1010,400,0,0,0,0,1410,500,0,0,0,180," ",100,0,0,5,1,0," ",3,0,0,1,1,0,1,0,1914,0,0,0,0,3,0
"54",60600,35,1,1,"3223   18TH AVE S  98144","3223","   ","  ","18TH                     ","AVE   ","S ","98144",1,7,0,900,0,0,0,0,0,1740,840,840,6,0,0,"N",120,60,0,1,1,0,"N",2,0,0,1,0,0,0,0,1909,0,0,0,0,4,0
"55",60600,85,1,1,"1802  S HORTON ST   98144","1802","   ","S ","HORTON                   ","ST    ","  ","98144",1,6,0,1010,0,0,0,0,0,1010,1010,0,0,0,0," ",100,0,0,5,1,0," ",3,0,0,1,1,0,0,0,1915,0,0,0,0,3,0
"56",60600,90,1,1,"1806  S HORTON ST   98144","1806","   ","S ","HORTON                   ","ST    ","  ","98144",1,6,0,1010,0,0,0,0,0,1010,1010,0,0,0,0," ",100,70,0,5,1,0," ",3,0,0,1,1,0,0,0,1915,0,0,0,0,3,0
"57",60600,105,1,1,"3233   19TH AVE S  98144","3233","   ","  ","19TH                     ","AVE   ","S ","98144",2,9,0,1130,0,1090,0,0,0,3090,1250,870,8,380,0,"N",55,0,490,7,2,0,"N",4,1,0,3,1,0,0,0,2012,0,0,0,0,3,0
"58",59700,155,1,1,"3029   21ST AVE S  98144","3029","   ","  ","21ST                     ","AVE   ","S ","98144",1.5,6,0,770,310,0,0,0,0,1080,770,0,0,0,0,"N",80,0,0,5,2,0,"N",4,0,0,1,0,1,0,0,1911,0,0,0,0,3,0
"59",59700,325,1,1,"3029   20TH AVE S  98144","3029","   ","  ","20TH                     ","AVE   ","S ","98144",1,6,0,780,0,0,0,0,0,780,780,0,0,0,0," ",0,0,0,5,2,0," ",2,0,0,1,0,0,0,0,1950,0,0,0,0,3,0
"60",59700,390,1,1,"3014   18TH AVE S  98144","3014","   ","  ","18TH                     ","AVE   ","S ","98144",1,6,0,950,0,0,0,0,0,950,280,0,0,0,0,"N",0,90,0,5,2,0,"N",2,0,0,1,1,0,0,0,1921,0,0,0,0,4,0
"61",59700,445,1,1,"1800  S HANFORD ST   98144","1800","   ","S ","HANFORD                  ","ST    ","  ","98144",1.5,7,0,1160,460,0,0,0,0,2340,1140,720,6,0,0," ",150,0,0,6,2,0," ",4,1,0,1,0,1,0,0,1913,0,0,0,0,3,0
"62",59700,485,1,1,"3049   19TH AVE S  98144","3049","   ","  ","19TH                     ","AVE   ","S ","98144",1.5,7,0,1070,640,0,0,0,0,1710,1070,0,0,0,0,"N",70,0,0,5,1,0,"N",4,1,0,1,1,0,0,0,1910,0,0,0,0,4,0
"63",59700,580,1,1,"3034   BEACON AVE S  98144","3034","   ","  ","BEACON                   ","AVE   ","S ","98144",1,7,0,1480,0,0,0,0,0,1680,1480,200,6,0,0,"N",0,40,60,5,1,100,"N",2,1,0,0,1,0,0,0,1910,0,0,0,0,3,0
"64",59700,680,1,1,"3045   BEACON AVE S  98144","3045","   ","  ","BEACON                   ","AVE   ","S ","98144",1.5,7,0,970,540,0,0,0,0,2110,950,600,5,0,0,"N",0,200,0,1,2,0,"N",5,0,1,1,1,0,0,0,1914,0,0,0,0,3,0
"65",59700,680,2,1,"3045   BEACON AVE S  98144","3045","   ","  ","BEACON                   ","AVE   ","S ","98144",1,6,0,440,0,0,0,0,0,440,0,0,0,0,0," ",0,0,0,1,2,0," ",1,0,1,0,0,0,0,0,1910,0,0,0,0,3,0
"66",16100,110,1,1,"1703   32ND AVE S  98144","1703","   ","  ","32ND                     ","AVE   ","S ","98144",1.5,8,0,1060,660,0,0,0,0,1720,1060,0,0,0,0,"Y",0,0,0,5,2,95,"N",3,1,0,1,0,1,0,0,1929,0,0,0,0,3,0
"67",16100,115,1,1,"1707   32ND AVE S  98144","1707","   ","  ","32ND                     ","AVE   ","S ","98144",1.5,7,0,960,860,0,0,0,0,1820,0,0,0,0,0,"N",140,0,0,5,1,0,"N",3,0,0,1,0,1,0,0,1912,0,0,0,0,3,0
"68",73000,165,1,1,"2731  S JUDKINS ST   98144","2731","   ","S ","JUDKINS                  ","ST    ","  ","98144",1.5,6,0,700,500,0,0,0,0,1200,700,0,0,200,0," ",110,0,70,5,2,0," ",3,0,0,1,0,0,0,0,1910,0,0,0,0,4,0
"69",56700,235,1,2,"1121   30TH AVE S  98144","1121","   ","  ","30TH                     ","AVE   ","S ","98144",1,7,0,1270,0,0,0,0,0,2390,1120,1120,7,0,0,"N",40,0,170,5,2,0,"N",4,0,0,2,0,0,0,0,1998,0,0,0,0,4,0
"70",56700,274,1,1,"1128   YAKIMA AVE S  98144","1128","   ","  ","YAKIMA                   ","AVE   ","S ","98144",2,8,0,730,0,749,0,0,0,1639,580,160,7,420,0,"Y",30,0,30,5,2,0,"N",3,1,0,2,1,0,0,0,2003,0,0,0,0,3,0
"71",56700,497,1,1,"916 A  29TH AVE S  98144","916","A  ","  ","29TH                     ","AVE   ","S ","98144",2,8,0,480,0,480,0,0,0,1340,380,380,8,0,0,"Y",0,60,420,5,2,0," ",3,1,1,1,1,0,0,0,2008,0,0,0,0,3,0
"72",56700,645,1,1,"825   29TH AVE S  98144","825","   ","  ","29TH                     ","AVE   ","S ","98144",2,6,0,1160,0,720,0,0,0,1880,0,0,0,0,0,"N",120,0,0,5,2,0,"N",3,0,0,1,0,0,0,0,1900,1997,0,0,0,3,0
"73",56700,730,1,2,"2819  S NORMAN ST   98144","2819","   ","S ","NORMAN                   ","ST    ","  ","98144",2,7,0,840,0,820,0,0,0,2090,840,430,7,0,0," ",0,0,210,5,2,0," ",5,1,0,2,0,0,0,0,1900,2008,0,0,0,3,0
"74",56700,738,1,1,"1109   29TH AVE S  98144","1109","   ","  ","29TH                     ","AVE   ","S ","98144",2,7,0,652,0,816,0,0,0,1468,0,0,0,0,256," ",0,0,0,5,2,0," ",2,1,0,2,0,0,0,0,1995,0,0,0,0,3,0
"75",56700,130,1,1,"919   30TH AVE S  98144","919","   ","  ","30TH                     ","AVE   ","S ","98144",1.5,8,0,1220,740,0,0,0,0,1960,340,0,0,0,400," ",0,100,450,5,1,0," ",4,0,0,2,0,1,0,0,1900,0,0,0,0,3,0
"76",56700,260,1,1,"1122   YAKIMA AVE S  98144","1122","   ","  ","YAKIMA                   ","AVE   ","S ","98144",2,8,0,540,0,560,0,0,0,1190,450,90,7,360,0," ",20,0,0,5,2,0," ",2,1,0,2,1,0,0,0,2003,0,0,0,0,3,0
"77",56700,277,1,1,"1110   YAKIMA AVE S  98144","1110","   ","  ","YAKIMA                   ","AVE   ","S ","98144",2,8,0,650,0,730,0,0,0,1570,610,190,7,420,0,"Y",40,0,30,5,2,0," ",3,1,0,2,1,0,0,0,2003,0,0,0,0,3,0
"78",56700,501,1,1,"910   29TH AVE S  98144","910","   ","  ","29TH                     ","AVE   ","S ","98144",2,8,0,540,0,610,0,0,0,1680,530,530,8,0,0," ",0,0,570,6,2,0," ",3,0,0,2,1,0,0,0,2012,0,0,0,0,3,0
"79",57000,220,1,1,"2535   13TH AVE S  98144","2535","   ","  ","13TH                     ","AVE   ","S ","98144",2,7,0,1280,0,1280,0,0,0,2560,170,0,0,0,550," ",0,0,0,5,2,0,"Y",4,0,0,4,0,0,0,0,1906,1996,0,0,0,3,0
"80",57000,275,1,1,"2517   13TH AVE S  98144","2517","   ","  ","13TH                     ","AVE   ","S ","98144",2,10,0,760,0,760,0,0,0,1520,380,0,0,380,0," ",0,0,840,6,2,0," ",2,1,0,2,1,0,0,0,2009,0,0,0,0,3,0
"81",56700,135,1,1,"927   30TH AVE S  98144","927","   ","  ","30TH                     ","AVE   ","S ","98144",1,7,0,750,0,0,0,0,0,750,310,0,0,0,0," ",40,0,0,5,1,0," ",2,0,0,1,1,0,0,0,1923,0,0,0,0,3,0
"82",56700,268,1,1,"1124   YAKIMA AVE S  98144","1124","   ","  ","YAKIMA                   ","AVE   ","S ","98144",2,8,0,730,0,749,0,0,0,1639,580,160,7,420,0,"Y",30,0,30,5,2,0,"N",3,1,0,2,1,0,0,0,2003,0,0,0,0,3,0
"83",56700,493,1,1,"916 C  29TH AVE S  98144","916","C  ","  ","29TH                     ","AVE   ","S ","98144",2,8,0,480,0,480,0,0,0,1320,360,360,8,0,0,"Y",0,60,420,5,2,0," ",3,1,1,1,4,0,0,0,2008,0,0,0,0,3,0
"84",56700,575,1,1,"834   29TH AVE S  98144","834","   ","  ","29TH                     ","AVE   ","S ","98144",2,8,0,600,0,600,0,0,0,1200,455,0,0,455,0," ",0,0,40,3,2,0," ",2,1,0,1,0,0,0,0,2006,0,0,0,0,3,0
"85",56700,683,1,1,"2819  S CHARLES ST   98144","2819","   ","S ","CHARLES                  ","ST    ","  ","98144",2,7,0,530,0,550,0,0,0,1320,440,240,7,200,0,"Y",24,0,0,5,2,0,"N",2,1,2,1,1,0,0,0,2003,0,0,0,0,3,0
"86",56700,535,1,1,"819   YAKIMA AVE S  98144","819","   ","  ","YAKIMA                   ","AVE   ","S ","98144",1,7,0,1330,0,0,0,0,0,2090,1020,760,6,260,0,"Y",300,0,150,5,2,0," ",4,0,0,2,0,1,0,1,1973,0,0,0,0,4,0
"87",56700,635,1,1,"819   29TH AVE S  98144","819","   ","  ","29TH                     ","AVE   ","S ","98144",1,6,0,1175,0,0,0,0,0,2350,1175,1175,6,0,0," ",0,0,0,4,3,0," ",3,0,0,1,0,0,1,0,1914,0,0,0,0,4,0
"88",56700,275,1,1,"1114   YAKIMA AVE S  98144","1114","   ","  ","YAKIMA                   ","AVE   ","S ","98144",2,8,0,650,0,730,0,0,0,1570,610,190,7,420,0," ",40,0,30,5,2,0," ",3,1,0,2,1,0,0,0,2003,0,0,0,0,3,0
"89",56700,402,1,1,"1114 A  29TH AVE S  98144","1114","A  ","  ","29TH                     ","AVE   ","S ","98144",3,8,0,490,0,490,430,0,0,1490,370,80,7,290,0," ",0,0,80,5,2,0," ",3,1,0,2,1,0,0,0,2008,0,0,0,0,3,0
"90",56700,495,1,1,"916 B  29TH AVE S  98144","916","B  ","  ","29TH                     ","AVE   ","S ","98144",2,8,0,460,0,460,0,0,0,980,380,60,8,320,0,"Y",0,60,430,5,2,0," ",2,1,1,0,1,0,0,0,2008,0,0,0,0,3,0
"91",56700,700,1,1,"923   29TH AVE S  98144","923","   ","  ","29TH                     ","AVE   ","S ","98144",1.5,6,0,620,250,0,0,0,0,870,430,0,0,0,0," ",100,0,0,5,2,0," ",3,0,0,1,0,0,0,0,1906,0,0,0,99,3,0
"92",56700,733,1,1,"1105   29TH AVE S  98144","1105","   ","  ","29TH                     ","AVE   ","S ","98144",2,8,0,420,0,420,0,0,0,1240,400,400,8,0,0,"Y",0,0,50,6,2,0," ",3,1,1,1,1,0,0,0,2009,0,0,0,0,3,0
"93",56700,750,1,1,"1202 D  BRADNER PL S  98144","1202","D  ","  ","BRADNER                  ","PL    ","S ","98144",2,7,0,700,0,700,0,0,0,1790,600,390,7,210,0,"Y",0,0,80,5,2,0,"N",2,1,2,1,1,0,0,0,2001,0,0,0,0,3,0
"94",16100,20,1,1,"1715   30TH AVE S  98144","1715","   ","  ","30TH                     ","AVE   ","S ","98144",1,6,0,1220,0,0,0,0,0,1220,1060,0,0,0,0," ",0,0,80,5,1,0," ",3,0,0,1,1,0,0,0,1925,0,0,0,0,3,0
"95",59700,210,1,1,"3002   19TH AVE S  98144","3002","   ","  ","19TH                     ","AVE   ","S ","98144",1.5,7,0,990,990,0,0,0,0,2880,990,900,7,0,0,"N",220,0,250,5,1,0,"N",5,1,0,1,0,1,0,0,1917,0,0,0,0,4,0
"96",59700,235,1,1,"3028   19TH AVE S  98144","3028","   ","  ","19TH                     ","AVE   ","S ","98144",1,7,0,1190,0,0,0,0,0,1590,1190,400,6,330,330,"Y",0,0,200,5,1,50," ",2,0,0,1,0,1,0,1,1954,0,0,0,0,3,0
"97",59700,385,1,1,"1803  S STEVENS ST   98144","1803","   ","S ","STEVENS                  ","ST    ","  ","98144",1.5,6,0,1050,420,0,0,0,0,2520,1050,1050,6,0,0,"N",100,180,0,5,1,0,"N",3,0,0,1,1,0,0,0,1920,0,0,0,0,3,0
"98",59700,500,1,1,"3037   19TH AVE S  98144","3037","   ","  ","19TH                     ","AVE   ","S ","98144",1.5,7,0,880,410,0,0,0,0,1440,490,150,6,0,0,"N",60,0,0,5,1,0,"N",4,0,0,1,0,1,0,0,1919,0,0,0,0,3,0
"99",59700,50,1,1,"2001  S STEVENS ST   98144","2001","   ","S ","STEVENS                  ","ST    ","  ","98144",1,6,0,640,0,0,0,0,0,940,640,300,6,0,0," ",50,130,0,5,2,0," ",3,0,0,1,1,0,0,0,1919,0,0,0,0,4,0
